dates,number,temperature,humidity
2023-09-23 09:51:44,2489,25,83
2023-09-23 09:53:00,2490,25,83
2023-09-23 09:54:15,2491,25,83
2023-09-23 09:55:32,2492,25,83
2023-09-23 09:56:48,2493,25,83
2023-09-23 09:58:04,2494,25,83
2023-09-23 09:59:19,2495,25,83
2023-09-23 10:00:35,2496,25,83
2023-09-23 10:01:50,2497,25,83
2023-09-23 10:03:06,2498,26,83
2023-09-23 10:04:21,2499,26,83
2023-09-23 10:05:37,2500,26,83
2023-09-23 10:06:53,2501,26,83
2023-09-23 10:08:09,2502,26,83
2023-09-23 10:09:24,2503,26,83
2023-09-23 10:10:40,2504,26,83
2023-09-23 10:11:56,2505,26,83
2023-09-23 10:13:13,2506,26,83
2023-09-23 10:14:32,2507,26,83
2023-09-23 10:15:52,2508,26,83
2023-09-23 10:17:09,2509,26,83
2023-09-23 10:18:28,2510,26,83
2023-09-23 10:19:43,2511,26,83
2023-09-23 10:20:59,2512,26,83
2023-09-23 10:22:16,2513,26,83
2023-09-23 10:19:44,2514,26,83
2023-09-23 10:21:00,2515,26,83
2023-09-23 10:22:17,2516,26,83
2023-09-23 10:23:17,2517,26,83
2023-09-23 10:24:17,2518,26,83
2023-09-23 10:25:17,2519,26,84
2023-09-23 10:26:17,2520,26,84
2023-09-24 07:44:22,2521,24,79
2023-09-24 07:45:30,2522,24,79
2023-09-24 07:46:48,2523,24,79
2023-09-24 07:49:37,2524,24,79
2023-09-24 07:51:04,2525,24,79
2023-09-24 07:52:32,2526,25,80
2023-09-24 07:53:51,2527,25,80
2023-09-24 07:55:09,2528,25,80
2023-09-24 07:56:39,2529,25,80
2023-09-24 07:58:10,2530,25,80
2023-09-24 07:59:30,2531,25,80
2023-09-24 08:00:50,2532,25,80
2023-09-24 08:02:08,2533,25,80
2023-09-24 08:03:27,2534,25,80
2023-09-24 08:04:48,2535,25,80
2023-09-24 08:06:10,2536,25,80
2023-09-24 08:07:29,2537,25,80
2023-09-24 08:08:46,2538,25,80
2023-09-24 08:10:02,2539,25,80
2023-09-24 08:11:18,2540,25,80
2023-09-24 08:12:34,2541,25,80
2023-09-24 08:13:50,2542,25,80
2023-09-24 08:15:09,2543,25,80
2023-09-24 08:16:25,2544,25,80
2023-09-24 08:17:41,2545,25,80
2023-09-24 08:19:14,2546,25,80
2023-09-24 08:22:10,2547,25,80
2023-09-24 08:23:19,2548,25,80
2023-09-24 08:24:50,2549,26,80
2023-09-24 08:26:08,2550,26,80
2023-09-24 08:27:29,2551,26,80
2023-09-24 08:28:45,2552,26,80
2023-09-24 08:30:02,2553,26,80
2023-09-24 08:31:19,2554,25,80
2023-09-24 08:32:38,2555,26,81
2023-09-24 08:34:03,2556,26,81
2023-09-24 08:35:29,2557,26,81
2023-09-24 08:37:02,2558,26,81
2023-09-24 08:38:32,2559,26,81
2023-09-24 08:39:52,2560,26,81
2023-09-24 08:41:12,2561,26,81
2023-09-24 08:43:54,2562,26,81
2023-09-24 08:45:13,2563,26,82
2023-09-24 08:46:32,2564,26,81
2023-09-24 08:49:14,2565,26,81
2023-09-24 08:50:31,2566,26,81
2023-09-24 08:51:50,2567,26,82
2023-09-24 08:53:07,2568,26,82
2023-09-24 08:54:26,2569,26,82
2023-09-24 08:55:45,2570,26,82
2023-09-24 09:00:22,2571,26,82
2023-09-24 09:01:54,2572,26,82
2023-09-24 09:03:14,2573,26,82
2023-09-24 09:04:31,2574,26,82
2023-09-24 09:05:54,2575,26,82
2023-09-24 09:07:11,2576,26,82
2023-09-24 09:10:04,2577,26,82
2023-09-24 09:11:22,2578,26,82
2023-09-24 09:13:50,2579,26,82
2023-09-24 09:15:05,2580,26,82
2023-09-24 09:16:20,2581,26,82
2023-09-24 09:17:36,2582,26,82
2023-09-24 09:18:51,2583,26,82
2023-09-24 09:20:07,2584,26,82
2023-09-24 09:21:23,2585,26,82
2023-09-24 09:22:39,2586,26,82
2023-09-24 09:23:55,2587,26,82
2023-09-24 09:25:11,2588,26,83
2023-09-24 09:26:26,2589,27,83
2023-09-24 09:27:43,2590,27,83
2023-09-24 09:28:58,2591,27,83
2023-09-24 09:30:14,2592,24,83
2023-09-24 09:31:31,2593,25,83
2023-09-24 09:32:46,2594,25,83
2023-09-24 09:34:02,2595,25,83
2023-09-24 09:35:17,2596,25,83
2023-09-24 09:36:33,2597,25,83
2023-09-24 09:37:48,2598,25,83
2023-09-24 09:39:05,2599,25,83
2023-09-24 09:40:20,2600,25,83
2023-09-24 09:41:36,2601,25,83
2023-09-24 09:42:52,2602,25,83
2023-09-24 09:44:08,2603,25,83
2023-09-24 09:45:24,2604,25,83
2023-09-24 09:46:39,2605,25,83
2023-09-24 09:47:56,2606,25,83
2023-09-24 09:49:13,2607,25,83
2023-09-24 09:50:29,2608,25,83
2023-09-24 09:51:44,2609,25,83
2023-09-24 09:53:00,2610,25,83
2023-09-24 09:54:15,2611,25,83
2023-09-24 09:55:32,2612,25,83
2023-09-24 09:56:48,2613,25,83
2023-09-24 09:58:04,2614,25,83
2023-09-24 09:59:19,2615,25,83
2023-09-24 10:00:35,2616,25,83
2023-09-24 10:01:50,2617,25,83
2023-09-24 10:03:06,2618,26,83
2023-09-24 10:04:21,2619,26,83
2023-09-24 10:05:37,2620,26,83
2023-09-24 10:06:53,2621,26,83
2023-09-24 10:08:09,2622,26,83
2023-09-24 10:09:24,2623,26,83
2023-09-24 10:10:40,2624,26,83
2023-09-24 10:11:56,2625,26,83
2023-09-24 10:13:13,2626,26,83
2023-09-24 10:14:32,2627,26,83
2023-09-24 10:15:52,2628,26,83
2023-09-24 10:17:09,2629,26,83
2023-09-24 10:18:28,2630,26,83
2023-09-24 10:19:43,2631,26,83
2023-09-24 10:20:59,2632,26,83
2023-09-24 10:22:16,2633,26,83
2023-09-24 10:19:44,2634,26,83
2023-09-24 10:21:00,2635,26,83
2023-09-24 10:22:17,2636,26,83
2023-09-24 10:23:17,2637,26,83
2023-09-24 10:24:17,2638,26,83
2023-09-24 10:25:17,2639,26,84
2023-09-24 10:26:17,2640,26,84
2023-09-25 07:44:22,2641,24,79
2023-09-25 07:45:30,2642,24,79
2023-09-25 07:46:48,2643,24,79
2023-09-25 07:49:37,2644,24,79
2023-09-25 07:51:04,2645,24,79
2023-09-25 07:52:32,2646,25,80
2023-09-25 07:53:51,2647,25,80
2023-09-25 07:55:09,2648,25,80
2023-09-25 07:56:39,2649,25,80
2023-09-25 07:58:10,2650,25,80
2023-09-25 07:59:30,2651,25,80
2023-09-25 08:00:50,2652,25,80
2023-09-25 08:02:08,2653,25,80
2023-09-25 08:03:27,2654,25,80
2023-09-25 08:04:48,2655,25,80
2023-09-25 08:06:10,2656,25,80
2023-09-25 08:07:29,2657,25,80
2023-09-25 08:08:46,2658,25,80
2023-09-25 08:10:02,2659,25,80
2023-09-25 08:11:18,2660,25,80
2023-09-25 08:12:34,2661,25,80
2023-09-25 08:13:50,2662,25,80
2023-09-25 08:15:09,2663,25,80
2023-09-25 08:16:25,2664,25,80
2023-09-25 08:17:41,2665,25,80
2023-09-25 08:19:14,2666,25,80
2023-09-25 08:22:10,2667,25,80
2023-09-25 08:23:19,2668,25,80
2023-09-25 08:24:50,2669,26,80
2023-09-25 08:26:08,2670,26,80
2023-09-25 08:27:29,2671,26,80
2023-09-25 08:28:45,2672,26,80
2023-09-25 08:30:02,2673,26,80
2023-09-25 08:31:19,2674,25,80
2023-09-25 08:32:38,2675,26,81
2023-09-25 08:34:03,2676,26,81
2023-09-25 08:35:29,2677,26,81
2023-09-25 08:37:02,2678,26,81
2023-09-25 08:38:32,2679,26,81
2023-09-25 08:39:52,2680,26,81
2023-09-25 08:41:12,2681,26,81
2023-09-25 08:43:54,2682,26,81
2023-09-25 08:45:13,2683,26,82
2023-09-25 08:46:32,2684,26,81
2023-09-25 08:49:14,2685,26,81
2023-09-25 08:50:31,2686,26,81
2023-09-25 08:51:50,2687,26,82
2023-09-25 08:53:07,2688,26,82
2023-09-25 08:54:26,2689,26,82
2023-09-25 08:55:45,2690,26,82
2023-09-25 09:00:22,2691,26,82
2023-09-25 09:01:54,2692,26,82
2023-09-25 09:03:14,2693,26,82
2023-09-25 09:04:31,2694,26,82
2023-09-25 09:05:54,2695,26,82
2023-09-25 09:07:11,2696,26,82
2023-09-25 09:10:04,2697,26,82
2023-09-25 09:11:22,2698,26,82
2023-09-25 09:13:50,2699,26,82
2023-09-25 09:15:05,2700,26,82
2023-09-25 09:16:20,2701,26,82
2023-09-25 09:17:36,2702,26,82
2023-09-25 09:18:51,2703,26,82
2023-09-25 09:20:07,2704,26,82
2023-09-25 09:21:23,2705,26,82
2023-09-25 09:22:39,2706,26,82
2023-09-25 09:23:55,2707,26,82
2023-09-25 09:25:11,2708,26,83
2023-09-25 09:26:26,2709,27,83
2023-09-25 09:27:43,2710,27,83
2023-09-25 09:28:58,2711,27,83
2023-09-25 09:30:14,2712,24,83
2023-09-25 09:31:31,2713,25,83
2023-09-25 09:32:46,2714,25,83
2023-09-25 09:34:02,2715,25,83
2023-09-25 09:35:17,2716,25,83
2023-09-25 09:36:33,2717,25,83
2023-09-25 09:37:48,2718,25,83
2023-09-25 09:39:05,2719,25,83
2023-09-25 09:40:20,2720,25,83
2023-09-25 09:41:36,2721,25,83
2023-09-25 09:42:52,2722,25,83
2023-09-25 09:44:08,2723,25,83
2023-09-25 09:45:24,2724,25,83
2023-09-25 09:46:39,2725,25,83
2023-09-25 09:47:56,2726,25,83
2023-09-25 09:49:13,2727,25,83
2023-09-25 09:50:29,2728,25,83
2023-09-25 09:51:44,2729,25,83
2023-09-25 09:53:00,2730,25,83
2023-09-25 09:54:15,2731,25,83
2023-09-25 09:55:32,2732,25,83
2023-09-25 09:56:48,2733,25,83
2023-09-25 09:58:04,2734,25,83
2023-09-25 09:59:19,2735,25,83
2023-09-25 10:00:35,2736,25,83
2023-09-25 10:01:50,2737,25,83
2023-09-25 10:03:06,2738,26,83
2023-09-25 10:04:21,2739,26,83
2023-09-25 10:05:37,2740,26,83
2023-09-25 10:06:53,2741,26,83
2023-09-25 10:08:09,2742,26,83
2023-09-25 10:09:24,2743,26,83
2023-09-25 10:10:40,2744,26,83
2023-09-25 10:11:56,2745,26,83
2023-09-25 10:13:13,2746,26,83
2023-09-25 10:14:32,2747,26,83
2023-09-25 10:15:52,2748,26,83
2023-09-25 10:17:09,2749,26,83
2023-09-25 10:18:28,2750,26,83
2023-09-25 10:19:43,2751,26,83
2023-09-25 10:20:59,2752,26,83
2023-09-25 10:22:16,2753,26,83
2023-09-25 10:19:44,2754,26,83
2023-09-25 10:21:00,2755,26,83
2023-09-25 10:22:17,2756,26,83
2023-09-25 10:23:17,2757,26,83
2023-09-25 10:24:17,2758,26,83
2023-09-25 10:25:17,2759,26,84
2023-09-25 10:26:17,2760,26,84
2023-09-26 07:44:22,2761,24,79
2023-09-26 07:45:30,2762,24,79
2023-09-26 07:46:48,2763,24,79
2023-09-26 07:49:37,2764,24,79
2023-09-26 07:51:04,2765,24,79
2023-09-26 07:52:32,2766,25,80
2023-09-26 07:53:51,2767,25,80
2023-09-26 07:55:09,2768,25,80
2023-09-26 07:56:39,2769,25,80
2023-09-26 07:58:10,2770,25,80
2023-09-26 07:59:30,2771,25,80
2023-09-26 08:00:50,2772,25,80
2023-09-26 08:02:08,2773,25,80
2023-09-26 08:03:27,2774,25,80
2023-09-26 08:04:48,2775,25,80
2023-09-26 08:06:10,2776,25,80
2023-09-26 08:07:29,2777,25,80
2023-09-26 08:08:46,2778,25,80
2023-09-26 08:10:02,2779,25,80
2023-09-26 08:11:18,2780,25,80
2023-09-26 08:12:34,2781,25,80
2023-09-26 08:13:50,2782,25,80
2023-09-26 08:15:09,2783,25,80
2023-09-26 08:16:25,2784,25,80
2023-09-26 08:17:41,2785,25,80
2023-09-26 08:19:14,2786,25,80
2023-09-26 08:22:10,2787,25,80
2023-09-26 08:23:19,2788,25,80
2023-09-26 08:24:50,2789,26,80
2023-09-26 08:26:08,2790,26,80
2023-09-26 08:27:29,2791,26,80
2023-09-26 08:28:45,2792,26,80
2023-09-26 08:30:02,2793,26,80
2023-09-26 08:31:19,2794,25,80
2023-09-26 08:32:38,2795,26,81
2023-09-26 08:34:03,2796,26,81
2023-09-26 08:35:29,2797,26,81
2023-09-26 08:37:02,2798,26,81
2023-09-26 08:38:32,2799,26,81
2023-09-26 08:39:52,2800,26,81
2023-09-26 08:41:12,2801,26,81
2023-09-26 08:43:54,2802,26,81
2023-09-26 08:45:13,2803,26,82
2023-09-26 08:46:32,2804,26,81
2023-09-26 08:49:14,2805,26,81
2023-09-26 08:50:31,2806,26,81
2023-09-26 08:51:50,2807,26,82
2023-09-26 08:53:07,2808,26,82
2023-09-26 08:54:26,2809,26,82
2023-09-26 08:55:45,2810,26,82
2023-09-26 09:00:22,2811,26,82
2023-09-26 09:01:54,2812,26,82
2023-09-26 09:03:14,2813,26,82
2023-09-26 09:04:31,2814,26,82
2023-09-26 09:05:54,2815,26,82
2023-09-26 09:07:11,2816,26,82
2023-09-26 09:10:04,2817,26,82
2023-09-26 09:11:22,2818,26,82
2023-09-26 09:13:50,2819,26,82
2023-09-26 09:15:05,2820,26,82
2023-09-26 09:16:20,2821,26,82
2023-09-26 09:17:36,2822,26,82
2023-09-26 09:18:51,2823,26,82
2023-09-26 09:20:07,2824,26,82
2023-09-26 09:21:23,2825,26,82
2023-09-26 09:22:39,2826,26,82
2023-09-26 09:23:55,2827,26,82
2023-09-26 09:25:11,2828,26,83
2023-09-26 09:26:26,2829,27,83
2023-09-26 09:27:43,2830,27,83
2023-09-26 09:28:58,2831,27,83
2023-09-26 09:30:14,2832,24,83
2023-09-26 09:31:31,2833,25,83
2023-09-26 09:32:46,2834,25,83
2023-09-26 09:34:02,2835,25,83
2023-09-26 09:35:17,2836,25,83
2023-09-26 09:36:33,2837,25,83
2023-09-26 09:37:48,2838,25,83
2023-09-26 09:39:05,2839,25,83
2023-09-26 09:40:20,2840,25,83
2023-09-26 09:41:36,2841,25,83
2023-09-26 09:42:52,2842,25,83
2023-09-26 09:44:08,2843,25,83
2023-09-26 09:45:24,2844,25,83
2023-09-26 09:46:39,2845,25,83
2023-09-26 09:47:56,2846,25,83
2023-09-26 09:49:13,2847,25,83
2023-09-26 09:50:29,2848,25,83
2023-09-26 09:51:44,2849,25,83
2023-09-26 09:53:00,2850,25,83
2023-09-26 09:54:15,2851,25,83
2023-09-26 09:55:32,2852,25,83
2023-09-26 09:56:48,2853,25,83
2023-09-26 09:58:04,2854,25,83
2023-09-26 09:59:19,2855,25,83
2023-09-26 10:00:35,2856,25,83
2023-09-26 10:01:50,2857,25,83
2023-09-26 10:03:06,2858,26,83
2023-09-26 10:04:21,2859,26,83
2023-09-26 10:05:37,2860,26,83
2023-09-26 10:06:53,2861,26,83
2023-09-26 10:08:09,2862,26,83
2023-09-26 10:09:24,2863,26,83
2023-09-26 10:10:40,2864,26,83
2023-09-26 10:11:56,2865,26,83
2023-09-26 10:13:13,2866,26,83
2023-09-26 10:14:32,2867,26,83
2023-09-26 10:15:52,2868,26,83
2023-09-26 10:17:09,2869,26,83
2023-09-26 10:18:28,2870,26,83
2023-09-26 10:19:43,2871,26,83
2023-09-26 10:20:59,2872,26,83
2023-09-26 10:22:16,2873,26,83
2023-09-26 10:19:44,2874,26,83
2023-09-26 10:21:00,2875,26,83
2023-09-26 10:22:17,2876,26,83
2023-09-26 10:23:17,2877,26,83
2023-09-26 10:24:17,2878,26,83
2023-09-26 10:25:17,2879,26,84
2023-09-26 10:26:17,2880,26,84
2023-09-27 07:44:22,2881,24,79
2023-09-27 07:45:30,2882,24,79
2023-09-27 07:46:48,2883,24,79
2023-09-27 07:49:37,2884,24,79
2023-09-27 07:51:04,2885,24,79
2023-09-27 07:52:32,2886,25,80
2023-09-27 07:53:51,2887,25,80
2023-09-27 07:55:09,2888,25,80
2023-09-27 07:56:39,2889,25,80
2023-09-27 07:58:10,2890,25,80
2023-09-27 07:59:30,2891,25,80
2023-09-27 08:00:50,2892,25,80
2023-09-27 08:02:08,2893,25,80
2023-09-27 08:03:27,2894,25,80
2023-09-27 08:04:48,2895,25,80
2023-09-27 08:06:10,2896,25,80
2023-09-27 08:07:29,2897,25,80
2023-09-27 08:08:46,2898,25,80
2023-09-27 08:10:02,2899,25,80
2023-09-27 08:11:18,2900,25,80
2023-09-27 08:12:34,2901,25,80
2023-09-27 08:13:50,2902,25,80
2023-09-27 08:15:09,2903,25,80
2023-09-27 08:16:25,2904,25,80
2023-09-27 08:17:41,2905,25,80
2023-09-27 08:19:14,2906,25,80
2023-09-27 08:22:10,2907,25,80
2023-09-27 08:23:19,2908,25,80
2023-09-27 08:24:50,2909,26,80
2023-09-27 08:26:08,2910,26,80
2023-09-27 08:27:29,2911,26,80
2023-09-27 08:28:45,2912,26,80
2023-09-27 08:30:02,2913,26,80
2023-09-27 08:31:19,2914,25,80
2023-09-27 08:32:38,2915,26,81
2023-09-27 08:34:03,2916,26,81
2023-09-27 08:35:29,2917,26,81
2023-09-27 08:37:02,2918,26,81
2023-09-27 08:38:32,2919,26,81
2023-09-27 08:39:52,2920,26,81
2023-09-27 08:41:12,2921,26,81
2023-09-27 08:43:54,2922,26,81
2023-09-27 08:45:13,2923,26,82
2023-09-27 08:46:32,2924,26,81
2023-09-27 08:49:14,2925,26,81
2023-09-27 08:50:31,2926,26,81
2023-09-27 08:51:50,2927,26,82
2023-09-27 08:53:07,2928,26,82
2023-09-27 08:54:26,2929,26,82
2023-09-27 08:55:45,2930,26,82
2023-09-27 09:00:22,2931,26,82
2023-09-27 09:01:54,2932,26,82
2023-09-27 09:03:14,2933,26,82
2023-09-27 09:04:31,2934,26,82
2023-09-27 09:05:54,2935,26,82
2023-09-27 09:07:11,2936,26,82
2023-09-27 09:10:04,2937,26,82
2023-09-27 09:11:22,2938,26,82
2023-09-27 09:13:50,2939,26,82
2023-09-27 09:15:05,2940,26,82
2023-09-27 09:16:20,2941,26,82
2023-09-27 09:17:36,2942,26,82
2023-09-27 09:18:51,2943,26,82
2023-09-27 09:20:07,2944,26,82
2023-09-27 09:21:23,2945,26,82
2023-09-27 09:22:39,2946,26,82
2023-09-27 09:23:55,2947,26,82
2023-09-27 09:25:11,2948,26,83
2023-09-27 09:26:26,2949,27,83
2023-09-27 09:27:43,2950,27,83
2023-09-27 09:28:58,2951,27,83
2023-09-27 09:30:14,2952,24,83
2023-09-27 09:31:31,2953,25,83
2023-09-27 09:32:46,2954,25,83
2023-09-27 09:34:02,2955,25,83
2023-09-27 09:35:17,2956,25,83
2023-09-27 09:36:33,2957,25,83
2023-09-27 09:37:48,2958,25,83
2023-09-27 09:39:05,2959,25,83
2023-09-27 09:40:20,2960,25,83
2023-09-27 09:41:36,2961,25,83
2023-09-27 09:42:52,2962,25,83
2023-09-27 09:44:08,2963,25,83
2023-09-27 09:45:24,2964,25,83
2023-09-27 09:46:39,2965,25,83
2023-09-27 09:47:56,2966,25,83
2023-09-27 09:49:13,2967,25,83
2023-09-27 09:50:29,2968,25,83
2023-09-27 09:51:44,2969,25,83
2023-09-27 09:53:00,2970,25,83
2023-09-27 09:54:15,2971,25,83
2023-09-27 09:55:32,2972,25,83
2023-09-27 09:56:48,2973,25,83
2023-09-27 09:58:04,2974,25,83
2023-09-27 09:59:19,2975,25,83
2023-09-27 10:00:35,2976,25,83
2023-09-27 10:01:50,2977,25,83
2023-09-27 10:03:06,2978,26,83
2023-09-27 10:04:21,2979,26,83
2023-09-27 10:05:37,2980,26,83
2023-09-27 10:06:53,2981,26,83
2023-09-27 10:08:09,2982,26,83
2023-09-27 10:09:24,2983,26,83
2023-09-27 10:10:40,2984,26,83
2023-09-27 10:11:56,2985,26,83
2023-09-27 10:13:13,2986,26,83
2023-09-27 10:14:32,2987,26,83
2023-09-27 10:15:52,2988,26,83
2023-09-27 10:17:09,2989,26,83
2023-09-27 10:18:28,2990,26,83
2023-09-27 10:19:43,2991,26,83
2023-09-27 10:20:59,2992,26,83
2023-09-27 10:22:16,2993,26,83
2023-09-27 10:19:44,2994,26,83
2023-09-27 10:21:00,2995,26,83
2023-09-27 10:22:17,2996,26,83
2023-09-27 10:23:17,2997,26,83
2023-09-27 10:24:17,2998,26,83
2023-09-27 10:25:17,2999,26,84
2023-09-27 10:26:17,3000,26,84
2023-09-28 07:44:22,3001,24,79
2023-09-28 07:45:30,3002,24,79
2023-09-28 07:46:48,3003,24,79
2023-09-28 07:49:37,3004,24,79
2023-09-28 07:51:04,3005,24,79
2023-09-28 07:52:32,3006,25,80
2023-09-28 07:53:51,3007,25,80
2023-09-28 07:55:09,3008,25,80
2023-09-28 07:56:39,3009,25,80
2023-09-28 07:58:10,3010,25,80
2023-09-28 07:59:30,3011,25,80
2023-09-28 08:00:50,3012,25,80
2023-09-28 08:02:08,3013,25,80
2023-09-28 08:03:27,3014,25,80
2023-09-28 08:04:48,3015,25,80
2023-09-28 08:06:10,3016,25,80
2023-09-28 08:07:29,3017,25,80
2023-09-28 08:08:46,3018,25,80
2023-09-28 08:10:02,3019,25,80
2023-09-28 08:11:18,3020,25,80
2023-09-28 08:12:34,3021,25,80
2023-09-28 08:13:50,3022,25,80
2023-09-28 08:15:09,3023,25,80
2023-09-28 08:16:25,3024,25,80
2023-09-28 08:17:41,3025,25,80
2023-09-28 08:19:14,3026,25,80
2023-09-28 08:22:10,3027,25,80
2023-09-28 08:23:19,3028,25,80
2023-09-28 08:24:50,3029,26,80
2023-09-28 08:26:08,3030,26,80
2023-09-28 08:27:29,3031,26,80
2023-09-28 08:28:45,3032,26,80
2023-09-28 08:30:02,3033,26,80
2023-09-28 08:31:19,3034,25,80
2023-09-28 08:32:38,3035,26,81
2023-09-28 08:34:03,3036,26,81
2023-09-28 08:35:29,3037,26,81
2023-09-28 08:37:02,3038,26,81
2023-09-28 08:38:32,3039,26,81
2023-09-28 08:39:52,3040,26,81
2023-09-28 08:41:12,3041,26,81
2023-09-28 08:43:54,3042,26,81
2023-09-28 08:45:13,3043,26,82
2023-09-28 08:46:32,3044,26,81
2023-09-28 08:49:14,3045,26,81
2023-09-28 08:50:31,3046,26,81
2023-09-28 08:51:50,3047,26,82
2023-09-28 08:53:07,3048,26,82
2023-09-28 08:54:26,3049,26,82
2023-09-28 08:55:45,3050,26,82
2023-09-28 09:00:22,3051,26,82
2023-09-28 09:01:54,3052,26,82
2023-09-28 09:03:14,3053,26,82
2023-09-28 09:04:31,3054,26,82
2023-09-28 09:05:54,3055,26,82
2023-09-28 09:07:11,3056,26,82
2023-09-28 09:10:04,3057,26,82
2023-09-28 09:11:22,3058,26,82
2023-09-28 09:13:50,3059,26,82
2023-09-28 09:15:05,3060,26,82
2023-09-28 09:16:20,3061,26,82
2023-09-28 09:17:36,3062,26,82
2023-09-28 09:18:51,3063,26,82
2023-09-28 09:20:07,3064,26,82
2023-09-28 09:21:23,3065,26,82
2023-09-28 09:22:39,3066,26,82
2023-09-28 09:23:55,3067,26,82
2023-09-28 09:25:11,3068,26,83
2023-09-28 09:26:26,3069,27,83
2023-09-28 09:27:43,3070,27,83
2023-09-28 09:28:58,3071,27,83
2023-09-28 09:30:14,3072,24,83
2023-09-28 09:31:31,3073,25,83
2023-09-28 09:32:46,3074,25,83
2023-09-28 09:34:02,3075,25,83
2023-09-28 09:35:17,3076,25,83
2023-09-28 09:36:33,3077,25,83
2023-09-28 09:37:48,3078,25,83
2023-09-28 09:39:05,3079,25,83
2023-09-28 09:40:20,3080,25,83
2023-09-28 09:41:36,3081,25,83
2023-09-28 09:42:52,3082,25,83
2023-09-28 09:44:08,3083,25,83
2023-09-28 09:45:24,3084,25,83
2023-09-28 09:46:39,3085,25,83
2023-09-28 09:47:56,3086,25,83
2023-09-28 09:49:13,3087,25,83
2023-09-28 09:50:29,3088,25,83
2023-09-28 09:51:44,3089,25,83
2023-09-28 09:53:00,3090,25,83
2023-09-28 09:54:15,3091,25,83
2023-09-28 09:55:32,3092,25,83
2023-09-28 09:56:48,3093,25,83
2023-09-28 09:58:04,3094,25,83
2023-09-28 09:59:19,3095,25,83
2023-09-28 10:00:35,3096,25,83
2023-09-28 10:01:50,3097,25,83
2023-09-28 10:03:06,3098,26,83
2023-09-28 10:04:21,3099,26,83
2023-09-28 10:05:37,3100,26,83
2023-09-28 10:06:53,3101,26,83
2023-09-28 10:08:09,3102,26,83
2023-09-28 10:09:24,3103,26,83
2023-09-28 10:10:40,3104,26,83
2023-09-28 10:11:56,3105,26,83
2023-09-28 10:13:13,3106,26,83
2023-09-28 10:14:32,3107,26,83
2023-09-28 10:15:52,3108,26,83
2023-09-28 10:17:09,3109,26,83
2023-09-28 10:18:28,3110,26,83
2023-09-28 10:19:43,3111,26,83
2023-09-28 10:20:59,3112,26,83
2023-09-28 10:22:16,3113,26,83
2023-09-28 10:19:44,3114,26,83
2023-09-28 10:21:00,3115,26,83
2023-09-28 10:22:17,3116,26,83
2023-09-28 10:23:17,3117,26,83
2023-09-28 10:24:17,3118,26,83
2023-09-28 10:25:17,3119,26,84
2023-09-28 10:26:17,3120,26,84
2023-09-29 07:44:22,3121,26,78
2023-09-29 07:45:30,3122,26,78
2023-09-29 07:46:48,3123,26,78
2023-09-29 07:49:37,3124,26,78
2023-09-29 07:51:04,3125,26,78
2023-09-29 07:52:32,3126,26,78
2023-09-29 07:53:51,3127,26,78
2023-09-29 07:55:09,3128,26,78
2023-09-29 07:56:39,3129,26,78
2023-09-29 07:58:10,3130,26,78
2023-09-29 07:59:30,3131,26,78
2023-09-29 08:00:50,3132,26,78
2023-09-29 08:02:08,3133,26,78
2023-09-29 08:03:27,3134,26,78
2023-09-29 08:04:48,3135,26,78
2023-09-29 08:06:10,3136,26,79
2023-09-29 08:07:29,3137,26,79
2023-09-29 08:08:46,3138,26,78
2023-09-29 08:10:02,3139,26,79
2023-09-29 08:11:18,3140,26,79
2023-09-29 08:12:34,3141,26,79
2023-09-29 08:13:50,3142,26,79
2023-09-29 08:15:09,3143,26,79
2023-09-29 08:16:25,3144,26,79
2023-09-29 08:17:41,3145,26,79
2023-09-29 08:19:14,3146,27,80
2023-09-29 08:22:10,3147,27,80
2023-09-29 08:23:19,3148,27,80
2023-09-29 08:24:50,3149,24,76
2023-09-29 08:26:08,3150,25,77
2023-09-29 08:27:29,3151,25,77
2023-09-29 08:28:45,3152,25,77
2023-09-29 08:30:02,3153,25,77
2023-09-29 08:31:19,3154,25,77
2023-09-29 08:32:38,3155,25,77
2023-09-29 08:34:03,3156,25,77
2023-09-29 08:35:29,3157,25,77
2023-09-29 08:37:02,3158,25,77
2023-09-29 08:38:32,3159,25,77
2023-09-29 08:39:52,3160,25,77
2023-09-29 08:41:12,3161,25,77
2023-09-29 08:43:54,3162,25,77
2023-09-29 08:45:13,3163,25,77
2023-09-29 08:46:32,3164,25,77
2023-09-29 08:49:14,3165,25,77
2023-09-29 08:50:31,3166,25,78
2023-09-29 08:51:50,3167,25,78
2023-09-29 08:53:07,3168,25,77
2023-09-29 08:54:26,3169,25,77
2023-09-29 08:55:45,3170,25,78
2023-09-29 09:00:22,3171,25,78
2023-09-29 09:01:54,3172,25,78
2023-09-29 09:03:14,3173,25,78
2023-09-29 09:04:31,3174,25,78
2023-09-29 09:05:54,3175,26,78
2023-09-29 09:07:11,3176,26,78
2023-09-29 09:10:04,3177,26,78
2023-09-29 09:11:22,3178,26,78
2023-09-29 09:13:50,3179,26,78
2023-09-29 09:15:05,3180,26,78
2023-09-29 09:16:20,3181,26,78
2023-09-29 09:17:36,3182,26,78
2023-09-29 09:18:51,3183,26,78
2023-09-29 09:20:07,3184,26,78
2023-09-29 09:21:23,3185,26,78
2023-09-29 09:22:39,3186,26,79
2023-09-29 09:23:55,3187,26,79
